block ,row ,col ,pop ,mf ,rep ,pheno ,diam mm ,height cm ,total branch ,herb dam ,wilt status ,longest leaf cm ,flowers ,fruits ,longest fruit cm ,repro_ branch ,notes , 
M2 ,35,B ,YO8 ,4,3,X ,,,,,,,,,,,no plant,
M2 ,36,A ,FR ,3,8,X ,,,,,,,,,,,no plant,
M2 ,36,B ,WR ,1,13,X ,,,,,,,,,,,no plant,
M2 ,37,A ,LV3 ,3,11,X ,,,,,,,,,,,no plant,
M2 ,37,B ,YO8 ,2,9,X ,,,,,,,,,,,no plant,
M2 ,38,A ,WL1 ,5,4,X ,,,,,,,,,,,no plant,
M2 ,38,B ,SQ3 ,6,6,X ,,,,,,,,,,,no plant,
M2 ,39,A ,YO7 ,1,1,X ,,,,,,,,,,,no plant,
M2 ,39,B ,CP3 ,4,7,X ,,,,,,,,,,,no plant,
M2 ,40,A ,WL2 ,7,5,X ,,,,,,,,,,,no plant,
M2 ,40,B ,WL2 ,6,1,X ,,,,,,,,,,,no plant,
M2 ,41,A ,SQ1 ,3,1,X ,,,,,,,,,,,no plant,
M2 ,41,B ,IH ,3,8,X ,,,,,,,,,,,no plant,
M2 ,42,A ,LVTR1 ,4,11,X ,,,,,,,,,,,no plant,
M2 ,42,B ,CC ,4,11,X ,,,,,,,,,,,no plant,
M2 ,43,A ,CP2 ,7,5,X ,,,,,,,,,,,no plant,
M2 ,43,B ,WV ,1,10,X ,,,,,,,,,,,no plant,
M2 ,44,A ,SC ,3,13,X ,,,,,,,,,,,no plant,
M2 ,44,B ,DPR ,3,4,X,,,,,,,,,,,no plant,
M1 ,1,C ,CP2 ,1,5,X ,,,,,,,,,,,no plant,
M1 ,1,D ,LVTR1 ,7,3,X ,,,,,,,,,,,no plant,
M1 ,2,C ,CP3 ,2,8,X ,,,,,,,,,,,no plant,
M1 ,2,D ,SQ2 ,2,2,X ,,,,,,,,,,,no plant,
M1 ,3,C ,CC ,3,1,X ,,,,,,,,,,,no plant,
M1 ,3,D ,CP2 ,2,12,X ,,,,,,,,,,,no plant,
M1 ,4,C ,LV1 ,1,13,X ,,,,,,,,,,,no plant,
M1 ,4,D ,YO4 ,2,1,X ,,,,,,,,,,,no plant,
M1 ,5,C ,DPR ,7,5,X ,,,,,,,,,,,no plant,
M1 ,5,D ,CP3 ,5,1,X ,,,,,,,,,,,no plant,
M1 ,6,C ,WL2 ,7,12,V ,5.57,3.4,1,N ,N ,4.1,,,,,no plant,
M1 ,6,D ,DPR ,1,13,X ,,,,,,,,,,,no plant,
M1 ,7,C ,YO4 ,3,5,X ,,,,,,,,,,,no plant,
M1 ,7,D ,SQ2 ,3,5,X ,,,,,,,,,,,no plant,
M1 ,8,C ,YO7 ,1,8,V ,2.53,2.7,4,Y ,N ,2,,,,,side branch as proxy ,
M1 ,8,D ,IH ,6,8,X ,,,,,,,,,,,no plant,
M1 ,9,C ,YO11 ,1,9,X ,,,,,,,,,,,no plant,
M1 ,9,D ,SQ2 ,7,1,X ,,,,,,,,,,,no plant,
M1 ,10,C ,TM2 ,4,5,X ,,,,,,,,,,,no plant,
M1 ,10,D ,CP2 ,6,8,X ,,,,,,,,,,,no plant,
M1 ,11,C ,WR ,2,10,X ,,,,,,,,,,,no plant,
M1 ,11,D ,IH ,1,8,X ,,,,,,,,,,,no plant,
M1 ,12,C ,YO7 ,4,9,V ,2.77,3.8,6,Y ,N ,4.1,,,,,side branch as proxy ,
M1 ,12,D ,WV ,2,4,X ,,,,,,,,,,,no plant,
M1 ,13,C ,SQ2 ,4,11,V ,7.37,3.4,3,X Y ,N ,3.1,,,,,,
M1 ,13,D ,WL2 ,2,8,X ,,,,,,,,,,,no plant,
M1 ,14,C ,FR ,1,7,X ,,,,,,,,,,,no plant,
M1 ,14,D ,CP3 ,6,5,V ,4.22,11.7,5,Y ,N ,3.9,,,,,Side branch as proxy ,
M1 ,15,C ,DPR ,3,12,X ,,,,,,,,,,,no plant,
M1 ,15,D ,SC ,3,4,X ,,,,,,,,,,,no plant,
M1 ,16,C ,YO8 ,3,4,X ,,,,,,,,,,,no plant,
M1 ,16,D ,LVTR1 ,1,4,V ,3.84,4.3,1,N ,N ,2.8,,,,,,
M1 ,17,C ,YO11 ,5,11,X ,,,,,,,,,,,no plant,
M1 ,17,D ,SQ3 ,2,9,X ,,,,,,,,,,,no plant,
M1 ,18,C ,YO8 ,5,13,X ,,,,,,,,,,,no plant,
M1 ,18,D ,SQ1 ,6,10,X ,,,,,,,,,,,no plant,
M1 ,19,C ,SC ,6,9,X ,,,,,,,,,,,no plant,
M1 ,19,D ,CP3 ,1,2,X ,,,,,,,,,,,no plant,
M1 ,20,C ,CP3 ,3,11,X ,,,,,,,,,,,no plant,
M1 ,20,D ,YO8 ,1,12,X ,,,,,,,,,,,no plant,
M1 ,21,C ,SQ1 ,3,9,X ,,,,,,,,,,,no plant,
M1 ,21,D ,TM2 ,7,13,X ,,,,,,,,,,,no plant,
M1 ,22,C ,CC ,1,3,X ,,,,,,,,,,,no plant,
M1 ,22,D ,YO7 ,6,2,X ,,,,,,,,,,,no plant,
M2 ,23,C ,YO11 ,6,11,X ,,,,,,,,,,,no plant,
M2 ,23,D ,SQ2 ,4,1,X ,,,,,,,,,,,no plant,
M2 ,24,C ,LV1 ,3,12,X ,,,,,,,,,,,no plant,
M2 ,24,D ,LV3 ,7,7,X ,,,,,,,,,,,no plant,
M2 ,25,C ,CP3 ,1,11,X ,,,,,,,,,,,no plant,
M2 ,25,D ,WL2 ,2,1,X ,,,,,,,,,,,no plant,
M2 ,26,C ,TM2 ,5,10,X ,,,,,,,,,,,no plant,
M2 ,26,D ,LVTR1 ,6,4,X ,,,,,,,,,,,no plant,
M2 ,27,C ,IH ,2,3,X ,,,,,,,,,,,no plant,
M2 ,27,D ,WL2 ,3,5,V ,4.65,12.4,3,Y ,N ,3,,,,,side branch as proxy ,
M2 ,28,C ,CP3 ,5,11,X ,,,,,,,,,,,no plant,
M2 ,28,D ,DPR ,1,6,X ,,,,,,,,,,,no plant,
M2 ,29,C ,CP2 ,2,4,X ,,,,,,,,,,,no plant,
M2 ,29,D ,WV ,6,12,X ,,,,,,,,,,,no plant,
M2 ,30,C ,YO11 ,3,11,X ,,,,,,,,,,,no plant,
M2 ,30,D ,TM2 ,7,5,X ,,,,,,,,,,,no plant,
M2 ,31,C ,WV ,4,5,X ,,,,,,,,,,,no plant,
M2 ,31,D ,DPR ,4,10,X ,,,,,,,,,,,no plant,
M2 ,32,C ,LVTR1 ,3,6,X ,,,,,,,,,,,no plant,
M2 ,32,D ,CP3 ,3,4,X ,,,,,,,,,,,no plant,
M2 ,33,C ,YO8 ,1,4,X ,,,,,,,,,,,no plant,
M2 ,33,D ,WR ,3,6,X ,,,,,,,,,,,no plant,
M2 ,34,C ,LV1 ,7,12,X ,,,,,,,,,,,no plant,
M2 ,34,D ,LV1 ,6,8,X ,,,,,,,,,,,no plant,
M2 ,35,C ,SC ,1,1,X ,,,,,,,,,,,no plant,
M2 ,35,D ,YO4 ,2,11,X ,,,,,,,,,,,no plant,
M2 ,36,C ,YO11 ,1,2,X ,,,,,,,,,,,no plant,
M2 ,36,D ,SQ2 ,5,10,X ,,,,,,,,,,,no plant,
M2 ,37,C ,LV1 ,2,9,X ,,,,,,,,,,,no plant,
M2 ,37,D ,YO4 ,1,6,X ,,,,,,,,,,,no plant,
M2 ,38,C ,SQ3 ,2,2,X ,,,,,,,,,,,no plant,
M2 ,38,D ,YO7 ,5,8,X ,,,,,,,,,,,no plant,
M2 ,39,C ,CP2 ,4,3,X ,,,1,,D ,,,,,,,
M2 ,39,D ,FR ,5,2,X ,,,,,,,,,,,no plant,
M2 ,40,C ,CP3 ,7,3,X ,,,,,,,,,,,no plant,
M2 ,40,D ,YO4 ,6,11,X ,,,,,,,,,,,no plant,
M2 ,41,C ,LV1 ,5,4,X ,,,,,,,,,,,no plant,
M2 ,41,D ,IH ,5,13,X ,,,,,,,,,,,no plant,
M2 ,42,C ,CC ,7,9,X ,,,,,,,,,,,no plant,
M2 ,42,D ,DPR ,2,13,X ,,,,,,,,,,,no plant,
M2 ,43,C ,YO11 ,5,4,X ,,,,,,,,,,,no plant,
M2 ,43,D ,BH ,1,6,X ,,,,,,,,,,,no plant,
M2 ,44,C ,YO11 ,2,7,X ,,,,,,,,,,,no plant,
M2 ,44,D ,YO7 ,6,12,X ,,,,,,,,,,,no plant,
N1 ,1,A ,YO4 ,7,7,X,,,,,,,,,,,,
N1 ,1,B ,YO11 ,4,9,X,,,,,,,,,,,,
N1 ,2,A ,DPR ,7,7,X,,,,,,,,,,,,
N1 ,2,B ,CP3 ,2,10,X,,,,,,,,,,,,
N1 ,3,A ,WV ,1,3,X,,,,,,,,,,,,
N1 ,3,B ,WL2 ,2,10,X,,,,,,,,,,,,
N1 ,4,A ,YO11 ,1,11,X,,,,,,,,,,,,
N1 ,4,B ,CP2 ,1,8,V ,4.2,19.2,8,Y,N ,7.7,,,,,side branch diam ,
N1 ,5,A ,YO11 ,7,10,X,,,,,,,,,,,,
N1 ,5,B ,DPR ,2,3,X,,,,,,,,,,,,
N1 ,6,A ,SQ3 ,4,7,X,,,,,,,,,,,,
N1 ,6,B ,WV ,6,5,X,,,,,,,,,,,,
N1 ,7,A ,WR ,1,2,X,,,,,,,,,,,,
N1 ,7,B ,WV ,7,8,X,,,,,,,,,,,,
N1 ,8,A ,WV ,2,6,X,,,,,,,,,,,,
N1 ,8,B ,YO8 ,2,1,X,,,,,,,,,,,,
N1 ,9,A ,WL2 ,6,10,X,,,,,,,,,,,,
N1 ,9,B ,YO7 ,3,5,X,,,,,,,,,,,,
N1 ,10,A ,SQ2 ,2,4,X,,,,,,,,,,,,
N1 ,10,B ,LV1 ,5,13,X,,,,,,,,,,,,
N1 ,11,A ,LVTR1 ,7,7,X,,,,,,,,,,,,
N1 ,11,B ,YO11 ,6,1,X,,,,,,,,,,,,
N1 ,12,A ,WR ,2,12,X,,,,,,,,,,,,
N1 ,12,B ,LVTR1 ,5,7,X,,,,,,,,,,,,
N1 ,13,A ,SQ1 ,6,12,X,,,,,,,,,,,,
N1 ,13,B ,YO4 ,2,4,X,,,,,,,,,,,,
N1 ,14,A ,CC ,1,5,X,,,,,,,,,,,,
N1 ,14,B ,SQ3 ,5,12,V ,3.57,3.5,5,Y,N ,5.5,,,,,side branch diam ,
N1 ,15,A ,YO4 ,3,7,X,,,,,,,,,,,,
N1 ,15,B ,SQ3 ,2,11,V ,2.91,9.2,3,Y,N ,4.7,,,,,found today under cloth ,
N1 ,16,A ,IH ,3,1,X ,,,,,,,,,,,,
N1 ,16,B ,YO8 ,7,5,X ,,,,,,,,,,,,
N1 ,17,A ,CP2 ,3,9,X ,,,,,,,,,,,,
N1 ,17,B ,LV1 ,7,5,X ,,,,,,,,,,,,
N1 ,18,A ,CP3 ,6,7,X ,,,,,,,,,,,,
N1 ,18,B ,DPR ,5,9,X ,,,,,,,,,,,,
N1 ,19,A ,CC ,5,2,X ,,,,,,,,,,,,
N1 ,19,B ,YO7 ,6,4,X ,,,,,,,,,,,,
N1 ,20,A ,WV ,3,10,X,,,,,,,,,,,,
N1 ,20,B ,TM2 ,6,11,X,,,,,,,,,,,,
N1 ,21,A ,YO7 ,7,8,V ,1.86,3.7,2,N ,N ,2.6,,,,,,
N1 ,21,B ,CP3 ,5,3,X ,,,,,,,,,,,,
N1 ,22,A ,LVTR1 ,1,6,X ,,,,,,,,,,,,
N1 ,22,B ,YO8 ,3,8,X ,,,,,,,,,,,,
N2 ,23,A ,YO11 ,4,3,X ,,,,,,,,,,,,
N2 ,23,B ,TM2 ,6,3,X ,,,,,,,,,,,,
N2 ,24,A ,CC ,7,12,X,,,,,,,,,,,,
N2 ,24,B ,YO4 ,1,9,V ,8.97,10.4,4,Y ,N ,4.4, ,,,,,
N2 ,25,A ,LV1 ,2,12,X,,,,,,,,,,,,
N2 ,25,B ,LV3 ,2,11,X,,,,,,,,,,,,
N2 ,26,A ,SC ,6,13,X,,,,,,,,,,,,
N2 ,26,B ,WV ,1,13,X,,,,,,,,,,,,
N2 ,27,A ,LV3 ,2,13,X,,,,,,,,,,,,
N2 ,27,B ,IH ,6,3,X,,,,,,,,,,,,
N2 ,28,A ,SQ3 ,5,6,X,,,,,,,,,,,,
N2 ,28,B ,YO11 ,2,10,X,,,,,,,,,,,,
N2 ,29,A ,YO7 ,5,11,X,,,,,,,,,,,,
N2 ,29,B ,CP3 ,7,6,X,,,,,,,,,,,,
N2 ,30,A ,DPR ,6,12,X,,,,,,,,,,,,
N2 ,30,B ,WL2 ,7,8,V ,5.93,6,5,Y ,N ,2.5,,,,,,
N2 ,31,A ,IH ,3,11,X,,,,,,,,,,,,
N2 ,31,B ,SQ3 ,3,12,X,,,,,,,,,,,,
N2 ,32,A ,SQ1 ,4,10,X,,,,,,,,,,,,
N2 ,32,B ,YO8 ,2,13,X,,,,,,,,,,,,
N2 ,33,A ,YO8 ,4,6,X,,,,,,,,,,,,
N2 ,33,B ,CC ,4,3,X,,,,,,,,,,,,
N2 ,34,A ,LV1 ,4,3,X,,,,,,,,,,,,
N2 ,34,B ,FR ,7,7,X,,,,,,,,,,,,
N2 ,35,A ,CP3 ,4,10,X,,,,,,,,,,,,
N2 ,35,B ,SQ2 ,5,13,X,,,,,,,,,,,,
N2 ,36,A ,CP3 ,6,1,X,,,,,,,,,,,,
N2 ,36,B ,CP2 ,4,8,X,,,,,,,,,,,,
N2 ,37,A ,YO4 ,5,10,X,,,,,,,,,,,,
N2 ,37,B ,CP2 ,2,7,V ,4.92,17.9,6,Y,N ,3.8,,,,,side branch diam ,
N2 ,38,A ,SQ2 ,3,1,X,,,,,,,,,,,,
N2 ,38,B ,LVTR1 ,5,1,X,,,,,,,,,,,,
N2 ,39,A ,YO8 ,6,13,X,,,,,,,,,,,,
N2 ,39,B ,TM2 ,7,8,X,,,,,,,,,,,,
N2 ,40,A ,YO7 ,2,11,X,,,,,,,,,,,,
N2 ,40,B ,WV ,3,4,X,,,,,,,,,,,,
N2 ,41,A ,LVTR1 ,6,8,X,,,,,,,,,,,,
N2 ,41,B ,WV ,7,2,X,,,,,,,,,,,,
N2 ,42,A ,WR ,3,10,X,,,,,,,,,,,,
N2 ,42,B ,FR ,3,11,X,,,,,,,,,,,,
N2 ,43,A ,SQ3 ,2,5,X,,,,,,,,,,,,
N2 ,43,B ,LVTR1 ,2,6,X,,,,,,,,,,,,
N2 ,44,A ,WL2 ,6,4,X,,,,,,,,,,,,
N2 ,44,B ,YO4 ,4,7,X,,,,,,,,,,,,
N1 ,1,C ,CP3 ,3,13,X,,,,,,,,,,,,
N1 ,1,D ,SQ3 ,1,8,X,,,,,,,,,,,,
N1 ,2,C ,TM2 ,4,7,X,,,,,,,,,,,,
N1 ,2,D ,CP2 ,5,3,X,,,,,,,,,,,,
N1 ,3,C ,CP2 ,6,11,X,,,,,,,,,,,,
N1 ,3,D ,CP3 ,7,12,X,,,,,,,,,,,,
N1 ,4,C ,TM2 ,5,11,X,,,,,,,,,,,,
N1 ,4,D ,FR ,1,5,X,,,,,,,,,,,,
N1 ,5,C ,CP3 ,1,4,X,,,,,,,,,,,,
N1 ,5,D ,LVTR1 ,4,4,X,,,,,,,,,,,,
N1 ,6,C ,LVTR1 ,2,12,X,,,,,,,,,,,,
N1 ,6,D ,YO7 ,4,11,X,,,,,,,,,,,,
N1 ,7,C ,SQ2 ,3,7,X,,,,,,,,,,,,
N1 ,7,D ,YO4 ,6,4,X,,,,,,,,,,,,
N1 ,8,C ,SQ1 ,3,11,X,,,,,,,,,,,,
N1 ,8,D ,SQ1 ,5,4,X,,,,,,,,,,,,
N1 ,9,C ,WL2 ,1,3,X,,,,,,,,,,,,
N1 ,9,D ,SC ,4,11,X,,,,,,,,,,,,
N1 ,10,C ,LV1 ,2,2,X,,,,,,,,,,,,
N1 ,10,D ,DPR ,4,1,X,,,,,,,,,,,,
N1 ,11,C ,SQ2 ,4,13,V ,8.72,10.4,7,Y ,N ,4.5,,,,,side branch diam ,
N1 ,11,D ,SC ,3,6,X,,,,,,,,,,,,
N1 ,12,C ,FR ,4,6,X,,,,,,,,,,,,
N1 ,12,D ,WV ,5,2,X,,,,,,,,,,,,
N1 ,13,C ,YO7 ,1,10,X,,,,,,,,,,,,
N1 ,13,D ,YO8 ,4,12,X,,,,,,,,,,,,
N1 ,14,C ,YO4 ,4,13,X,,,,,,,,,,,,
N1 ,14,D ,LV1 ,3,5,X,,,,,,,,,,,,
N1 ,15,C ,WL2 ,5,2,X,,,,,,,,,,,,
N1 ,15,D ,YO8 ,6,3,X,,,,,,,,,,,,
N1 ,16,C ,IH ,5,4,X,,,,,,,,,,,,
N1 ,16,D ,LV3 ,3,4,X,,,,,,,,,,,,
N1 ,17,C ,IH ,1,2,X,,,,,,,,,,,,
N1 ,17,D ,LV1 ,4,10,X,,,,,,,,,,,,
N1 ,18,C ,SQ3 ,7,4,X,,,,,,,,,,,,
N1 ,18,D ,SQ1 ,2,2,X,,,,,,,,,,,,
N1 ,19,C ,IH ,6,10,X,,,,,,,,,,,,
N1 ,19,D ,LV3 ,4,4,X,,,,,,,,,,,,
N1 ,20,C ,YO11 ,3,4,X,,,,,,,,,,,,
N1 ,20,D ,WL1 ,3,7,X,,,,,,,,,,,,
N1 ,21,C ,FR ,2,13,X,,,,,,,,,,,,
N1 ,21,D ,SQ2 ,7,3,X,,,,,,,,,,,,
N1 ,22,C ,CC ,6,9,X,,,,,,,,,,,,
N1 ,22,D ,SC ,1,12,X,,,,,,,,,,,,
N2 ,23,C ,YO7 ,7,2,X,,,,,,,,,,,,
N2 ,23,D ,IH ,2,6,X,,,,,,,,,,,,
N2 ,24,C ,WV ,4,8,X,,,,,,,,,,,,
N2 ,24,D ,WL1 ,5,7,X,,,,,,,,,,,,
N2 ,25,C ,CP3 ,3,7,X,,,,,,,,,,,,
N2 ,25,D ,SQ2 ,4,7,X,,,,,,,,,,,,
N2 ,26,C ,LV1 ,1,9,X,,,,,,,,,,,,
N2 ,26,D ,SQ3 ,1,2,X,,,,,,,,,,,,
N2 ,27,C ,SQ2 ,1,9,X,,,,,,,,,,,,
N2 ,27,D ,SC ,7,10,X,,,,,,,,,,,,
N2 ,28,C ,FR ,5,6,X,,,,,,,,,,,,
N2 ,28,D ,DPR ,3,8,X,,,,,,,,,,,,
N2 ,29,C ,BH ,1,12,X,,,,,,,,,,,,
N2 ,29,D ,CP3 ,2,2,X,,,,,,,,,,,,
N2 ,30,C ,WV ,5,12,X,,,,,,,,,,,,
N2 ,30,D ,LVTR1 ,3,9,X,,,,,,,,,,,,
N2 ,31,C ,YO8 ,5,9,X,,,,,,,,,,,,
N2 ,31,D ,LV1 ,6,11,X,,,,,,,,,,,,
N2 ,32,C ,CP2 ,6,3,X,,,,,,,,,,,,
N2 ,32,D ,SQ3 ,6,9,X,,,,,,,,,,,,
N2 ,33,C ,CC ,3,11,X,,,,,,,,,,,,
N2 ,33,D ,YO7 ,4,3,X,,,,,,,,,,,,
N2 ,34,C ,TM2 ,1,1,X,,,,,,,,,,,,
N2 ,34,D ,YO7 ,1,4,X,,,,,,,,,,,,
N2 ,35,C ,TM2 ,4,1,X,,,,,,,,,,,,
N2 ,35,D ,YO11 ,7,4,X,,,,,,,,,,,,
N2 ,36,C ,DPR ,5,3,X,,,,,,,,,,,,
N2 ,36,D ,SC ,2,12,X,,,,,,,,,,,,
N2 ,37,C ,SQ1 ,6,5,X,,,,,,,,,,,,
N2 ,37,D ,FR ,2,7,X,,,,,,,,,,,,
N2 ,38,C ,LV3 ,2,12,X,,,,,,,,,,,,
N2 ,38,D ,WR ,2,4,X,,,,,,,,,,,,
N2 ,39,C ,LV1 ,5,7,X,,,,,,,,,,,,
N2 ,39,D ,DPR ,1,9,X,,,,,,,,,,,,
N2 ,40,C ,WL2 ,2,4,X,,,,,,,,,,,,
N2 ,40,D ,YO4 ,7,1,X,,,,,,,,,,,,
N2 ,41,C ,YO11 ,1,5,X,,,,,,,,,,,,
N2 ,41,D ,YO8 ,1,7,X,,,,,,,,,,,,
N2 ,42,C ,WL2 ,3,10,X,,,,,,,,,,,,
N2 ,42,D ,SQ1 ,3,5,X,,,,,,,,,,,,
N2 ,43,C ,YO4 ,3,1,X,,,,,,,,,,,,
N2 ,43,D ,YO11 ,5,7,X,,,,,,,,,,,,
N2 ,44,C ,SC ,1,4,X,,,,,,,,,,,,
N2 ,44,D ,CP2 ,7,10,X,,,,,,,,,,,,
